course_code,course_name
HIST 461,RESEARCH METHODS IN HISTORY STREAMS: BA HISTORY
HIST 463,IMPERIAL AND COMMON WEALTH HISTORY 1
HIST 464,IMPERIAL AND COMMONWEALTH I
HIST 465,HIST 465/421: HISTORY OF POLITICAL IDEAS
HIST 466,IMPERIAL AND COMMONWEALTH HISTORY II
HIST 471,RESEARCH PROJECTS IN HISTORY
HIST 480,AFRICAN DIASPORA AND PAN-AFRICANISM 1
HIST 481,STUDIES IN AFRICAN DIASPORA AND PAN AFRICANISM II
HIST 484,HISTORY OF POLITICAL THOUGHT I
HIST 485,HISTORY OF POLITICAL THOUGHT II
HIST 486,IMPERIAL AND COMMONWEALTH HISTORY I
HIST 487,IMPIRIAL AND COMMONWEALTH HISTORY
HIST 801,HISTORY AND THEORY 1
HIST 802,HISTORICAL METHOD I
HIST 803,HISTORIOGRAPHY I
HIST 805,HISTORY AND THEORY II
HIST 806,HISTORICAL METHODS 11
HIST 807,HISTORIOGRAPHY 11
HIST 822,HISTORY OF SOCIAL AND POLITICAL THOUGHT I
HIST 825,HISTORY OF SOCIAL & POLITICAL THOUGHT II STREAMS:M.A (HISTORY) PT
HIST 901,GLOBAL RIGHTS: A CRITICAL HISTORY
HIST 902,DIGITAL HISTORY
HIST 911,RESEARCHMETHODSINHISTORY
HIST 912,ORAL TRADITIONS AS HISTORY STREAMS
HIST 914,INTELLECTUAL HISTORY
HIST 941,TOPICS IN AFRICAN HISTORY
HIST 951,CRITICAL HISTORIOGRAPHY OF LATE IMPERIAL AND MODERN CHINA
HIST 973,GLOBAL ENVIRONMENTAL HISTORY
HNDS 0111,PHYSICAL SCIENCE
HNDS 0121,HUMAN ANATOMY AND PHYSIOLOGY
HNDS 0122,INTRODUCTION TO MICROBIOLOGY
HNDS 0194,BASIC MATHEMATICS STREAMS: DIP
HNDS 0234,"MEAL PLANNING, MANAGEMENT AND SERVICE"
HNDS 0241,DIET THERAPY 2
HNDS 0252,COMMUNICABLE AND NON-COMMUNICABLE DISEASES
HNDS 0262,NUTRITIONAL ANTHROPOLOGY
HNDS 0292,INTRODUCTION TO BIOSTATISTICS
HNDS 0333,FOOD FOR INVALIDS AND CONVALESCENTS
HNDS 0391,RESEARCH METHODS STREAMS
HNDS 0392,LEGAL ASPECTS STREAMS: Y3S1
HNDS 122,MACRONUTRIENTS
HNDS 123,MICRONUTRIENTS
HNDS 131,INTRODUCTION TO NUTRITION AND DIETETICS
HNDS 132,PRINCIPLES OF HUMAN NUTRITION
HNDS 161,PSYCHOLOGY IN NUTRITION AND DIETETICS
HNDS 212,FOOD MICROBIOLOGY AND PARASITOLOGY
HNDS 213,HNDS 213/PUHU 244: BIOSTATISTICS/MEDICAL STATISTICS
HNDS 222,NUTRITION IN THE LIFE CYCLE STREAMS: Y2S1
HNDS 223,NUTRITION ASSESSMENT
HNDS 226,NUTRITIONAL SURVEILLANCE
HNDS 233,HNDS233:PRINCIPLESOFFOODANDNUTRITIONI:MACRONUTRIENTS
HNDS 234,HNDS234:NUTRITIONINTHEHUMANLIFECYCLE STREAMS
HNDS 235,HNDS235:MICRONUTRIENTS
HNDS 236,HNDS236:NUTRITIONASSESSMENT
HNDS 241,FOOD SCIENCE AND TECHNOLOGY STREAMS: HNDS
HNDS 293,HNDS293:CULINARYSKILLS
HNDS 321,NUTRITION CARE PROCESS
HNDS 322,NUTRITION EDUCATION AND COUNSELLING
HNDS 332,GENERAL DIETETICS
HNDS 342,FOOD HYGIENE AND SAFETY STREAMS: HNDS Y3S1
HNDS 343,FOOD BIOTECHNOLOGY
HNDS 351,NUTRITION IN DISEASE MANAGEMENT 1 STREAMS
HNDS 352,NUTRITION IN DISEASE MANAGEMENT II
HNDS 361,NUTRITIONAL ANTHROPOLOGY STREAMS: Y3S1
HNDS 371,NUTRITION EPIDEMIOLOGY
HNDS 423,FOOD AND NUTRITION SECURITY
HNDS 424,FUNCTIONAL FOODS AND NUTRACEUTICALS
HNDS 426,POLICY AND LEGISLATION IN NUTRITION AND DIETETICS STREAMS: Y4S2
HNDS 481,STATISTICAL DATA ANALYSIS STREAMS:BSC HNDS
HNDS 493,MANAGEMENT OF HUMAN NUTRITION AND DIETETICS PROJECTS STREAMS: Y4S2
HNDS 821,RESEARCH METHODS AND SEMINARS STREAMS: Y1S1 TIME: 3 HOURS DAY/DATE: ……
HORT 0111,HORT0111:PRINCIPLESANDPRACTICESOFHORTICULTURE
HORT 0212,HORT0212:PLANTIDENTIFICATION
HORT 0222,HORT0222:PLANTPROPAGATION
HORT 0232,HORT0232:VEGETABLEPRODUCTION
HORT 0242,FRUIT PRODUCTION
HORT 0261,HORT0261:FLORICULTURE1(MAJORCUTFLOWERS)
HORT 111,PRINCIPLES AND PRACTICES OF HORTICULTURE
HORT 212,PLANT IDENTIFICATION
HORT 222,HORT 222– PLANT PROPAGATION
HORT 225,HORT225/325:BIOTECHNOLOGY
HORT 231,EXOTIC VEGETABLES
HORT 234,ORGANIC HORTICULTURAL CROPS PRODUCTION
HORT 235,ORGANIC HORTICULTURAL CROPS PRODUCTION
HORT 261,HORT 261/361: FLORICULTURE 1(MAJOR CUT FLOWERS)
HORT 313,HORTICULTURAL CROP PROTECTION
HORT 323,INTRODUCTION TO GREENHOUSE MANAGEMENT
HORT 325,PLANT BIOTECHNOLOGY
HORT 331,HORT331:HORTICULTURALCROPPROTECTION
HORT 332,VEGETABLE CROPS II (INDIGENOUS)
HORT 333,GENERAL VEGETABLE PRODUCTION
HORT 341,TROPICAL AND SUB TROPICAL FRUITS
HORT 342,FRUIT PRODUCTION
HORT 361,FLORICULTURE 1 (MAJOR CUT FLOWERS)
HORT 371,AGRICULTURAL EXPERIMENTATION
HORT 421,HORTICULTURAL SEED PRODUCTION
HORT 424,PLANT NURSERY MANAGEMENT
HORT 434,HERBS AND SPICES
HORT 441,HORT 441/442: TEMPERATE ZONE FRUITS
HORT 442,TEMPERATE ZONE FRUITS
HORT 443,"HORT443:BEVERAGES,MEDICINALANDNUTCROPS"
HORT 451,POST HARVEST PHYSIOLOGY AND TECHNOLOGY
HORT 462,ORNAMENTAL HORTICULTURE
HORT 463,"LANDSCAPE DESIGN, CONSTRUCTION AND MAINTENANCE"
HORT 807,"HORT807:PLANTCELL,ORGANANDTISSUECULTURE"
HORT 818,GENETICS AND BREEDING OF HORTICULTURAL CROPS
HORT 829,HORT829/SOIL836:SOILFERTILITYANDPLANTNUTRITION
HORT 831,HORT831:ADVANCESINVEGETABLESCROPS
HORT 850,HORT850:ADVANCESINPLANTPHYSIOLOGY
HORT 855,HORT855:POSTHARVESTPHYSIOLOGYOFHORTICULTURALCROPS
HORT 878,HORT878:BIOTECHNOLOGYINPESTMANAGEMENT
HOSC 111,GENERAL SCIENCE FOR HOME SCIENCE
HOSC 131,HOSC131: INTRODUCTION TO FOOD AND NUTRITION
HRIM 113,BASIC LIFE SUPPORT AND EMERGENCY CARE
HRIM 121,INTRODUCTION TO EPIDEMIOLOGY FOR HEALTH RECORDS AND INFORMATION MANAGERS I
HRIM 123,FUNDAMENTALS OF DEMOGRAPHY
HRIM 131,MEDICAL SOCIOLOGY AND ANTHROPOLOGY
HRIM 132,INTRODUCTION TO PSYCHOLOGY
HRIM 141,INTRODUCTION TO MEDICAL STATISTICS
HRIM 142,FOUNDATIONS OF HEALTH SERVICES MANAGEMENT
HRIM 151,FUNDAMENTALS OF HEALTH RECORDS AND INFORMATION MANAGEMENT
HRIM 152,HEALTH RECORDS MANAGEMENT SYSTEMS
HRIM 171,COMPUTER APPLICATION FOR HEALTH INFORMATION     MANAGEMENT I
HRIM 224,MEDICAL TERMINOLOGIES
HRIM 225,EPIDEMIOLOGY FOR HEALTH RECORDS AND INFORMATION MANAGERS II
HRIM 226,INTEGRATED DISEASE SURVEILLANCE AND RESPONSE
HRIM 227,INTRODUCTION TO HEALTH EDUCATION AND PROMOTION
HRIM 228,PRINCIPLES OF PUBLIC HEALTH
HRIM 231,HEALTH LAW AND ETHICS PAPER 1
HRIM 243,HOSPITAL ADMINISTRATIVE STATISTICS
HRIM 251,MEDICAL DATA CLASSIFICATION
HRIM 253,HEALTH RECORDS AND INFORMATION MANAGEMENT
HRIM 254,ANALYSIS AND INTERPRETATION OF HEALTH CARE DATA
HRIM 272,COMPUTER APPLICATIONS FOR HEALTH INFORMATION MANAGEMENT II
HRIM 273,WEB DESIGN AND MANAGEMENT
HRIM 346,HNDS/HRIM 346: RESEARCH METHODOLOGY
HRIM 355,COMMUNITY BASED HEALTH MANAGEMENT INFORMATION SYSTEM STREAMS: HRIM
HRIM 356,FACILITY-BASED HEALTH MANAGEMENT INFORMATION
HRIM 357,HEALTH CARE DATA QUALITY AND TECHNOLOGY
HRIM 358,PUBLIC HEALTH INFORMATICS
HRIM 361,LEGAL ASPECTS OF HEALTH RECORDS AND INFORMATION MANAGEMENT STREAMS: BSC HIRM Y3S1
HRIM 362,HEALTH RECORDS AND INFORMATION MANAGEMENT PROFESSIONALISM STREAMS: BSC HIRM Y3S1
HRIM 365,DESIGN OF HEALTHCARE INFORMATION SYSTEMS
HRIM 366,DISASTER MANAGEMENT FOR HEALTH INFORMATION  MANAGERS
HRIM 374,INTRODUCTION TO PROGRAMMING
HRIM 459,TELEMEDICINE STREAMS: BSC HIRM Y4S1
HRIM 463,RE-ENGINEERING HEALTHCARE USING HEALTH INFORMATION TECHNOLOGY STREAMS: BSC (HRIM) Y4S1
HRIM 464,HEALTH SERVICES QUALITY DEVELOPMENT
HRIM 476,ELECTRONIC HEALTH RECORDS MANAGEMENT STREAMS: BSC HIRM Y4S1
HRIM 811,– PRINCIPLES OF EPIDEMIOLOGY
HRIM 841,HEALTH CARE ETHICS AND LAW IN HEALTH RECORDS MANAGEMENT
HRIM 861,"PROJECT PLANNING, MONITORING & EVALUATION STREAMS: MSC (HRIM) Y1S1"
HRIM 862,HEALTH CARE ORGANIZATION AND MANAGEMENT
HTIM 0030,CHTIM 00301: MENU KNOWLEDGE AND FOOD SELECTION
ICEN 206,ELECTRICAL ENGINEERING PRINCIPLES STREAMS: Y2SI.
IEEE 802,Attack Susceptibility of Known Attacks on IEEE 802.11 Public WLAN
INRE 141,INTRODUCTION TO AFRICAS INTERNATIONAL RELATIONS
INRE 212,INTERNATIONAL LAW
INRE 353,CULTURE AND IDENTITY IN PEACE BUILDING
INRE 361,THE MIDDLE EAST CONFLICT
IONS 2020,CHUKA UNIVERSITY UNIVERSITY EXAMINATIONS 2020/2021 SECOND SEMESTER EXAMINATION
ISO 9001,Influence of ISO 9001:2008 quality management system on the tangibility of services offered in public universities in Kenya
ISW 931,ADVANCED RESEARCH METHODOLOGY IN KISWAHILI
JAMC 900,RESEARCH METHODOLOGIES IN MEDIA AND COMMUNICATION
JAMC 901,ADVANCED COMMUNICATION THEORY
JAMC 902,CONTEMPORARY ISSUES AND TRENDS IN COMMUNICATION AND MEDIA
JAMC 903,REVIEW SEMINARS AND PROPOSAL WRITING
JAMC 910,MEDIA MANAGEMENT
JAMC 911,TRENDS IN ONLINE JOURNALISM AND RESEARCH
JAMC 920,DEVELOPMENT COMMUNICATION
JAMC 921,GEOPOLITICS AND GLOBAL COMMUNICATION
JAMC 922,MEDIA POLICY AND REGULATION
JAMC 930,CORPORATE COMMUNICATION AND PUBLIC RELATIONS MANAGEMENT
JUNE 2016,"Psychosocial Challenges to Sustainable Development in  Embu, Tharaka-Nithi and Meru Counties: Psychosocial Issues Reported Between June, 2015 and June  2016."
KISW 0112,MTINDO NA TAALUMA YA UMITINDO
KISW 0121,SANAA YA KUMBINI (THEATRE ARTS IN KISWAHILI)
KISW 0122,USHAIRI WA KISWAHILI
KISW 0212,FASIHI SIMULIZI KATIKA KISWAHILI
KISW 0221,FASIHI SIMULIZI
KISW 0222,"FONETIKI, FONOLOJIA NA MOFOLOJIA (KISWAHILI PHONETICS, PHONOLOGY AND MORPHOLOGY)"
KISW 0312,UANDISHI BUNIFU
KISW 101,INTRODUCTION TO LINGUISTICS STREAMS: ODEL
KISW 102,HISTORY AND DEVELOPMENT OF KISWAHILI. STREAMS: B.A
KISW 103,INTRODUCTION TO LITERATURE IN KISWAHILI AND CRITICISM
KISW 104,MAWASILIANO NA MBINU ZA MATUMIZI YA LUGHA KATIKA KISWAHILI
KISW 111,MISINGI YA LUGHA NA ISIMU
KISW 121,MISINGI YA FASIHI NA UHAKIKI
KISW 122,FONETIKI NA FONOLOJIA YA KISWAHILI
KISW 201,"PHONETICS AND PHONOLOGY STREAMS:BA, BED (ARTS)"
KISW 202,THEORY OF LITERATURE AND LITERARY CRITICISM STREAMS: ODEL
KISW 203,ISIMUJAMII (SOCIAL LINGUISTICS)
KISW 204,FASIHI SIMULIZI KATIKA KISWAHILI
KISW 211,ISIMUJAMII (SOCIOLINGUISTICS)
KISW 212,NADHARIA YA FASIHI NA UHAKIKI (THEORY OF LITERATURE AND LITERARY CRITICISM)
KISW 221,MBINU ZA MAWASILIANO KATIKA KISWAHILI
KISW 222,MOFOLOJIA NA SINTAKSIA YA KISWAHILI
KISW 301,MBINU ZA UTAFITI KATIKA KISWAHILI
KISW 302,MODERN KISWAHILI PROSE AND NOVEL STREAMS: BED(ARTS) PT
KISW 303,MORPHOLOGY AND MORPHOPHONEMICS STREAMS
KISW 304,UCHANGANUZI USEMI (DISCOURSE AND TEXTUAL ANALYSIS)
KISW 305,STYLE AND STYLISTICS
KISW 307,CREATIVE WRITING I
KISW 308,SECOND LANGAUGE ACQUISITION
KISW 310,CLASSICAL SWAHILI LITERATURE (MAANDISHI YA KALE KATIKA KISWAHILI)
KISW 311,MAANDISHI YA KALE KATIKA KISWAHILI NA USHAIRI WA KISASA (CLASSICAL SWAHILI LITERATURE)
KISW 312,CHILDREN’S LITERATURE IN KISWAHILI
KISW 313,MAIGIZO KATIKA KISWAHILI (THEATRE ARTS IN KISWAHILI)
KISW 321,FASIHI SIMULIZI NA UTAFITI WA NYANJANI (ORAL LITERATURE AND FIELDWORK)
KISW 322,UPATAJI LUGHA
KISW 323,MBINU ZA UHARIRI KATIKA KISWAHILI (EDITORIAL METHODS IN KISWAHILI)
KISW 401,SOCIOLINGUISTICS
KISW 402,USHAIRI WA KISASA WA KISWAHILI
KISW 403,HISTORICAL AND COMPARATIVE LINGUISTICS STREAMS
KISW 404,KISWAHILI LITERATURE IN TRANSLATION STREAMS: BED
KISW 406,PSYCHOLINGUISTICS
KISW 408,ADVANCED PHONETICS
KISW 410,LANGUAGES IN AFRICA
KISW 411,"SEMANTICS, PRAGMATICS AND DISCOURSE ANALYSIS"
KISW 412,TAMTHILIA YA KISWAHILI (KISWAHILI PLAY)
KISW 413,TAMTHILIA YA KISWAHILI
KISW 414,DIALECTOLOGY
KISW 420,KISW 420/COMM 420: SEMINAR PAPER ONE
KISW 421,RIWAYA NA HADITHI FUPI KATIKA KISWAHILI
KISW 423,FASIHI LINGANISHI YA KISWAHILI
KISW 801,HISTORIA NA MAENDELEO YA KISWAHILI
KISW 811,FONETIKI NA FONOLOJIA
KISW 813,"SEMANTIKI, PRAGMATIKI NA UCHANGUNUZI USEMI"
KISW 814,SOCIOLINGUISTICS
KISW 816,TRANSLATION AND INTERPRETING
KISW 817,OTHOGRAFIA NALAKIKOGRAFIA
KISW 821,NADHARIA ZA UHAKIKI WA FASIHI
KISW 822,ORAL LITERATURE IN KISWAHILI
KISW 823,FASIHI SIMULIZI (ORAL LITERATURE)
KISW 824,NATHARI ZA KISWAHILI
KISW 825,SANAA YA MAIGIZO NA DRAMA YA KISWAHILI (THEATRE ARTS AND KISWAHILI DRAMA)
KISW 826,CHILDRENS’S LITERATURE IN KISWAHILI
KISW 827,CREATIVE WRITING IN KISWAHILI (UANDISHI BUNIFU KWA KISWAHILI)
KISW 831,RESEARCH METHODOLOGY IN KISWAHILI
KISW 910,ADVANCED PHONETICS AND PHONOLOGY IN KISWAHILI
KISW 913,ADVANCED SOCIOLINGUISTICS IN KISWAHILI
KISW 916,OTHOGRAFIA LEKSIKOLOFIA NA LEKSIKOGRAFIA
KISW 921,NADHARIA ZA UHAKIKI WA FASIHI
KISW 922,MAJOR KISWAHILI WRITERS
KISW 923,ADVANCED FOLKLORE AND ORAL LITERATURE
KISW 924,ADVANCED KISWAHILI POETRY
KISW 925,PUBLISHING AND CREATIVE WRITING IN KISWAHILI
KISW 927,ADVANCED KISWAHILI PROSE
KISW 928,ADVANCED THEATRE ARTS AND DRAMA IN KISWAHILI
KISW 929,CHILDRENS LITERATURE
KISW 931,ADVANCED RESEARCH METHODOLOGY IN KISWAHILI
LAPA 0010,LAPA 00100: INTRODUCTION TO LEADERSHIP AND PUBLIC ADMINISTRATION
LAPA 0011,LAPA 00112: COUNTY AND PUBLIC ADMINISTRATION
LAPA 0013,LAPA 00131: INTRODUCTION TO LEGAL ASPECTS IN LEADERSHIP AND PUBLIC ADMINISTRATION
LAPA 0014,LAPA 00140: INTRODUCTIONS TO ETHICS IN LEADERSHIP AND PUBLIC ADMINISTRATION
LAPA 0015,LAPA 00150: FUNDAMENTALS OF HUMAN RELATIONS
LAPA 0016,LAPA 00160: BASIC FINANCIAL MANAGEMENT
LAPA 0025,LAPA 00253: MANAGING CONFLICTS IN PUBLIC AFFAIRS
LAPA 0100,INTRODUCTION TO LEADERSHIP AND INTEGRITY IN PUBLIC SERVICE
LAPA 0101,FOUNDATIONS OF PUBLIC ADMINISTRATION
LAPA 0102,LEADERSHIP AND SOCIAL RESPONSIBILITY
LAPA 0110,FUNDAMENTALS OF PUBLIC ADMINISTRATION
LAPA 0111,PROFESSIONAL COMPETENCIES IN PUBLIC ADMINISTRATION
LAPA 0112,COUNTY AND PUBLIC ADMINISTRATION
LAPA 0120,"LEADERSHIP, INTERPERSONAL AND ORGANIZATIONAL                      COMMUNICATION"
LAPA 0130,INTRODUCTION TO LEGISLATIVE ADMINISTRATION
LAPA 0131,LEGAL ASPECTS IN LEADERSHIP AND PUBLIC ADMINISTRATION
LAPA 0132,INTRODUCTION TO PUBLIC POLICY ADVOCACY
LAPA 0140,ETHICS IN LEADERSHIP AND PUBLIC ADMINISTRATION
LAPA 0141,FOUNDATIONS OF ETHICS AND ANTI-CORRUPTION STUDIES
LAPA 0170,RESEARCH METHODS
LAPA 0203,LEADING ORGANIZATIONAL CHANGE
LAPA 0204,DEVELOPING AUTHETIC FOR LEADERSHIP FOR PUBLIC AFFAIRS
LAPA 0206,LEADERSHIP IN ACTION
LAPA 0211,PLAN IMPLEMENTATION AND DEVELOPMENT MANAGEMENT
LAPA 0215,HUMAN RESOURCE DEVELOPMENT
LAPA 0216,PRINCIPLES OF ENTREPRENEURSHIP
LAPA 0221,PLAN IMPLEMENTATION AND DEVELOPMENT MANAGEMENT
LAPA 0222,PROFESSIONAL COMPETENCIES
LAPA 0231,FINANCIAL MANAGEMENT
LAPA 0250,INTRODUCTION TO HUMAN RELATIONS
LAPA 0251,INTRODUCTION TO HUMAN RESOURCE DEVELOPMENT
LAPA 0252,"PERSONNEL DEVELOPMENT, DIVERSITY AND ORGANIZATIONAL                       CULTURE"
LAPA 0253,MANAGEING CONFLICT IN PUBLIC AFFAIRS
LAPA 0260,BASIC FINANCIAL MANAGEMENT
LAPA 0261,FUNDAMENTALS OF PUBLIC FINANCIAL MANAGEMENT
LAPA 0272,RESEARCH METHODS.
LAWS 211,BLAWS 211: INTRODUCTION TO NATURAL RESOURCES  MANAGEMENT AND ENVIRONMENTAL LAW
LINS 340,PRINCIPLES & PRACTICES OF MANAGEMENT OF LIBRARIES & INFORMATION
LINS 342,ENTREPRENEURSHIP FOR LIBRARY AND INFORMATION STUDIES
LINS 400,DIGITAL LIBRARIES AND INFORMATION CENTRES
LINS 401,INFORMATION IN SOCIETY
LINS 440,MANAGEMENT INFORMATION SYSTEMS
LINS 450,"INFORMATION SYSTEMS ANALYSIS,DESIGN AND EVALUATION 1"
LINS 452,INDUSTRIAL LIBRARIES
LINS 470,LAW LIBRARIANSHIP
LINS 471,SCHOOL LIBRARIANSHIP
LIT 101,INTRODUCTION TO LITERATURE AND LITERARY CRITICISM
LIT 102,INTRODUCTION TO ORAL LITERATURE (GENRES
LIT 212,THEORY OF LITERATURE STREAMS: BED
LIT 213,POETRY AND DRAMA FROM EASTERN AFRICA STREAMS: BED ODEL
LIT 224,AFRICAN LITERATURE II (PROSE)
LIT 804,STUDIES IN ORAL LITERATURE AND FOLKLORE
LITT 0112,CREATIVE WRITING
LITT 0211,INTRODUCTION TO LITERARY THEORY AND TECHNIQUE
LITT 0212,INTRODUCTION TO EAST AFRICAN FICTION
LITT 0222,LITERATURE FROM THE REST OF AFRICA
LITT 0312,LITERATURE FROM THE REST OF THE WORLD
LITT 101,INTRODUCTION TO LITERATURE AND LITERARY CRITICISM
LITT 102,INTRODUCTION TO ORAL LITERATURE I (GENRES)
LITT 103,LITERARY LANGUAGE AND SCHOLARLY PRESENTATION
LITT 104,"CREATIVE WRITING (DRAMA, POETRY & FICTION)"
LITT 111,LITT 111/102: INTRODUCTION TO ORAL LITERATURE (GENRE)
LITT 123,READING AND INTERPRETING LITERA
LITT 124,CREATIVE WRITING II (POETRY AND DRAMA)
LITT 211,LITT 211/103: LITERARY LANGUAGE AND SCHOLARLY PRESENTATION
LITT 212,THEORY OF LITERATURE
LITT 213,POETRY AND DRAMA FROM EAST AFRICA
LITT 214,/ 222 : FICTION FROM EAST AFRICA
LITT 221,AFRICAN LITERATURE I (PROSE FICTION FROM EAST AFRICA)
LITT 222,LITT 222/213: POETRY AND DRAMA FROM EAST AFRICA
LITT 223,AFRICAN LITERATURE I ( POETRY AND DRAMA FROM EAST AFRICA)
LITT 224,AFRICAN LITERATURE II (EAST AFRICAN PROSE)
LITT 311,AFRICAN LITERATURES III (DRAMA)
LITT 312,FOLKLORE STUDIES AND ORAL LITERATURE I (GENRES)
LITT 313,CARRIBEAN LITERATURE
LITT 315,LITT 315/323: AFRICAN DRAMA
LITT 319,EUROPEAN LITERATURE 1 ( FROM CLASSICAL ANTIQUITY TO THE MIDDLE AGES)
LITT 321,FOLKLORE STUDIES AND ORAL LITERATURE II (THEORY AND METHODS)
LITT 322,STYLISTICS AND LITERARY TECHNIQUES
LITT 323,STYLISTICS STREAMS: B.A PT
LITT 324,THEATRE ARTS
LITT 325,AMERICAN LITERATURE
LITT 326,FOLKLORE AND ORAL LITERATURE II (THEORY AND METHODS)
LITT 329,RESEARCH METHODS IN LITERATURE
LITT 332,EUROPEAN DRAMA FROM SOPHOCLES TO BRECHT
LITT 333,ENGLISH LITERATURE I (PROSE)
LITT 341,AFRICAN AMERICAN LITERATURE STREAMS: BED
LITT 351,CARIBBEAN LITERATURE
LITT 357,POPULAR LITERATURE STREAMS: BA
LITT 405,ADVANCED CREATIVE WRITING
LITT 408,RESEARCH PROJECT I
LITT 411,AFRICAN LITERATURE IV ( POETRY FROM WEST AND SOUTHERN AFRICA)
LITT 412,EUROPEAN LITARATURE II (FROM RENISSANCE TO THE AGE OF ENLIGHTENMENT
LITT 413,CHILDREN’S LITERATURE
LITT 414,LITT414: LIT 211: CHILDREN LITERATURE
LITT 416,LITT 416/424: POETRY FROM WEST AND SOUTHERN AFRICA
LITT 417,LITT 417/425: PROSE FROM WEST AND SOUTH AFRICA
LITT 421,AFRICAN LITERATURE IV POETRY FROM WESTERN AND SOUTHERN AFRICA
LITT 422,EUROPEAN LITERATURE III (19TH – 20TH CENTURY) STREAMS
LITT 423,LATIN AMERICAN LITERATURE
LITT 424,LITT 424/416: POETRY FROM WEST AND SOUTHERN AFRICA
LITT 425,/ 421: PROSE FROM WEST AND SOUTHERN AFRICA
LITT 431,LITT 431/434: EUROPEAN LITERATURE 1 (FROM THE CLASSICAL ANTIQUITY TO THE MIDDLE AGES)
LITT 432,LITT 432/435: EUROPEAN LITERATURE II (FROM THE RENAISSANCE TO THE AGE OF ENLIGHTNMENT)
LITT 437,COMMONWEALTH LITERATURE
LITT 457,COMMON WEALTH LITERATURE
LITT 706,READING MAJOR WRITERS
LITT 711,THEORIES AND CRITICISM OF LITERATURE
LITT 801,AFRICAN LITERATURE: THEORY AND PRACTICE
LITT 802,MAJOR WRITERS OF THE WORLD
LITT 803,RESEARCH METHODS AND THESIS WRITING
LITT 804,STUDIES IN ORAL LITERATURE AND FOLKLORE
LITT 805,"FORMS OF FICTION: NOVELS, DRAMA AND POETRY"
LITT 806,WOMEN WRITINGS IN LITERATURE
LITT 811,THEORY OF LITERATURE & CRITICISM
LITT 812,FEMINIST CRITICISM
LITT 814,POPULAR CULTURE AND LITERATURE
LITT 815,FILM AND MEDIA STUDIES
LITT 816,POSTCOLONIAL LITERATURE
LITT 817,MEMORY VIOLENCE AND REPRESENTATION IN AFRICAN FICTION
LITT 818,"LITERATURE, IDENTITY AND REPRESENTATION"
LITT 823,WRITING WORKSHOP: DRAMA
MATH 0010,MATH 00101: MATHEMATICS FOR SCIENCE STREAMS: CERT.
MATH 0011,BASIC ALGEBRA
MATH 0012,BASIC CALCULUS
MATH 0021,BUSINESS MANAGEMENT
MATH 0022,PROBABILITY AND STATISTICS
MATH 0121,INTRODUCTORY MATHEMATICS STREAMS: DIP COSC
MATH 0223,LINEAR ALGEBRA I
MATH 0224,PROBABILITY AND STATISTICS II
MATH 0313,VECTOR ANALYSIS
MATH 0314,ORDINARY DIFFERENTIAL EQUATIONS
MATH 100,GENERAL MATHEMATICS
MATH 101,MATHEMATICS FOR SCIENCE/FOUNDATION MATHEMATICS STREAMS
MATH 102,FOUNDATION STATISTICS
MATH 121,CALCULUS I STREAMS: BSC EENG
MATH 122,BASIC MATHEMATICS STREAMS: AS ABOVE
MATH 123,VECTORS AND MECHANICS
MATH 124,GEOMETRY AND LINEAR ALGEBRA STREAMS: BSC
MATH 125,DISCRETE MATHEAMATICS STREAMS
MATH 141,INTRODUCTORY STATISTICS
MATH 142,EXPLORATORY DATA ANALYSIS STREAMS: BSC
MATH 143,RESEARCH DATA MANAGEMENT
MATH 201,MATH 201/210: LINEAR ALGEBRA I
MATH 202,– FUNDAMENTALS OF LINEAR ALGEBRA
MATH 203,INTRODUCTION TO ANALYSIS
MATH 204,"ALGEBRAIC STRUCTURES STREAMS: BSc. MATH, BSc CHEM"
MATH 205,ELEMENTS OF SET THEORY STREAMS: BSC MATHS
MATH 206,INTRODUCTION TO REAL ANALYSIS
MATH 210,MATH 210(201): LINEAR ALGEBRA I
MATH 211,MATH 211/221: CALCULUS II
MATH 220,MATH 220/222: VECTOR ANALYSIS
MATH 221,CALCULUS II STREAMS: “AS ABOVE”
MATH 222,VECTOR ANALYSIS
MATH 223,INTRODUCTION TO OPTIMIZATION STREAMS: BSC
MATH 241,PROBABILITY AND STATISTICS 1 STREAMS
MATH 242,PROBABILITY AND STATISTICS II
MATH 243,INTRODUCTION TO TIME SERIES ANALYSIS. STREAMS: BSC
MATH 244,– : INTRODUCTION TO STATISTICAL INFERENCE
MATH 245,INTRODUCTION TO EPIDEMIOLOGICAL METHODS STREAMS: BSC
MATH 261,INTRODUCTION TO COMPUTER INTERACTIVE STREAMS: BSC
MATH 301,LINEAR ALGEBRA II STREAMS: “AS ABOVE”
MATH 302,REAL ANALYSIS I STREAMS: AS ABOVE
MATH 303,MATH 303(313): REAL ANALYSIS II
MATH 304,MATH 304/315: COMPLEX ANALYSIS
MATH 305,ALGEBRA 1
MATH 306,FUNDAMENTALS TO REAL ANALYSIS
MATH 312,MATH 312/302: REAL ANALYSIS I
MATH 313,MATH 313/303: REAL ANALYSIS II
MATH 315,MATH 315/304: COMPLEX ANALYSIS
MATH 316,MATH 316/301: LINEAR ALGEBRA II
MATH 321,CALCULUS III STREAMS: BSC
MATH 322,ORDINARY DIFFERENTIAL EQUATIONS I
MATH 323,NUMERICAL ANALYSIS 1
